# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
<<<<<<< HEAD
2.638938,0.429758,-0.000000,0.000000,-0.675541,0.278515,0.213548,-0.135002,0.019298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.106990,0.000000,-0.000000,1.043960,-1.895259,1.136733,-0.283689,0.025496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,0.457478,0.100847,-0.807344,0.273078,0.006627,0.070171,-0.043668,0.006250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.229959,0.566399,0.128188,-0.793199,0.466016,-0.144452,0.034513,-0.004224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,0.243550,0.290435,-0.442945,-0.212323,-0.002859,0.229988,-0.102649,0.012764,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.414801,0.416503,0.527840,-0.418452,-0.365537,0.343639,-0.088931,0.007488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,0.027093,0.429376,-0.344563,-0.288708,-0.049138,0.255778,-0.102605,0.011977,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.439211,0.331350,0.525674,-0.322123,-0.149025,0.084916,0.000297,-0.002566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,-0.171924,0.516071,-0.128824,-0.377634,-0.104341,0.271669,-0.096419,0.010343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.369911,0.174438,0.674549,-0.227516,-0.195376,0.060162,0.013794,-0.004150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,-0.284910,0.565133,0.104177,-0.443121,-0.146057,0.264659,-0.082859,0.007986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.208681,-0.010892,0.647500,-0.074116,-0.112654,-0.070549,0.057027,-0.008661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,-0.290519,0.549752,0.317057,-0.453951,-0.168401,0.224257,-0.058966,0.004648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.041780,-0.215470,0.596287,0.083149,-0.091947,-0.132836,0.076418,-0.010477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,-0.213042,0.447929,0.495604,-0.398331,-0.171101,0.145821,-0.022194,-0.000081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.081709,-0.389989,0.433433,0.165708,0.069070,-0.246524,0.099660,-0.011737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,-0.103208,0.290074,0.628617,-0.344193,-0.171425,0.106104,-0.008425,-0.001294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.113027,-0.563158,0.279013,0.433755,-0.135717,-0.129042,0.063809,-0.007752,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.638938,-0.018374,0.015883,0.633953,-0.057488,-0.030834,-0.251871,0.152274,-0.023581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.085661,-0.625328,-0.089128,0.309104,0.776219,-0.902079,0.321110,-0.038177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
