# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
1.666667,0.007011,0.000000,0.000000,0.338651,-0.615690,0.455027,-0.153155,0.019326,0.075117,0.000000,0.000000,5.652278,-12.007599,10.368645,-4.121042,0.623431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.083576,0.057593,-0.009126,-0.088006,0.232211,-0.220520,0.092071,-0.014275,0.875735,0.318695,-0.442926,0.406492,0.242948,-0.824120,0.530624,-0.107567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.166061,0.048676,0.012830,0.004317,-0.063329,0.079045,-0.037577,0.006304,0.865375,-0.261456,-0.149813,-0.783825,1.690855,-1.409641,0.528747,-0.073914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.250495,0.050655,-0.008194,0.001032,0.024081,-0.028153,0.011839,-0.001715,-0.004250,-0.656182,0.086966,0.328489,-0.981503,1.000761,-0.431513,0.067898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.333183,0.047925,0.002027,0.012587,-0.018438,0.004120,0.003528,-0.001309,-0.862316,-0.303950,0.095629,-0.034160,0.425093,-0.513485,0.240151,-0.040052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.416522,0.052864,0.003159,-0.022790,0.015946,0.009496,-0.011941,0.002892,-0.868339,0.312785,0.215890,-0.044085,-0.149005,0.218328,-0.113589,0.020399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.500417,0.047625,-0.006487,0.022619,-0.010102,-0.012959,0.011903,-0.002631,0.000664,0.624857,-0.017984,0.018766,-0.028191,-0.039689,0.039459,-0.009267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.583010,0.051097,0.005317,-0.013191,0.001896,0.011941,-0.008735,0.001792,0.865808,0.322376,-0.167058,-0.120665,0.175813,-0.104061,0.022162,-0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.666848,0.049526,-0.003313,0.006242,0.004870,-0.014621,0.009037,-0.001752,0.865311,-0.324447,-0.156755,0.148871,-0.332148,0.314307,-0.127645,0.019026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.749724,0.050960,0.004829,-0.003947,-0.022023,0.035147,-0.018275,0.003184,0.001261,-0.625870,-0.032571,-0.015575,0.379488,-0.517818,0.277435,-0.052518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.833891,0.049847,-0.010192,-0.006843,0.075246,-0.098659,0.049133,-0.008561,-0.865154,-0.286711,0.168733,-0.364146,0.731346,-0.480418,0.100355,0.001934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.666667,0.916078,0.052641,0.016744,-0.008479,-0.159630,0.293681,-0.182794,0.037941,-0.875229,0.283610,0.433028,0.981017,-5.040668,6.776643,-3.686749,0.709640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
