t,x,y,z,yaw
2.5,0.0,0,0.0,0
2.5500625782227786,0.013168277056004053,0,-0.02856050896240226,0
2.6001251564455568,0.028547435931606652,0,-0.05601388532095141,0
2.6501877346683353,0.04605282246320099,0,-0.08220479800976398,0
2.700250312891114,0.0655889963304652,0,-0.10698429773325861,0
2.7503128911138925,0.08705020939946703,0,-0.13021056384366986,0
2.8003754693366707,0.11032093568472633,0,-0.15174961552223148,0
2.8504380475594493,0.1352764502767321,0,-0.1714759837031387,0
2.900500625782228,0.16178345433624147,0,-0.18927334037595792,0
2.9505632040050065,0.18970074302604265,0,-0.205035082115556,0
3.0006257822277846,0.21887991303587193,0,-0.2186648649177997,0
3.0506883604505632,0.2491661061579375,0,-0.23007708766308135,0
3.1007509386733414,0.2803987851900012,0,-0.23919732178694678,0
3.15081351689612,0.3124125382811085,0,-0.24596268500643645,0
3.2008760951188986,0.34503790769264,0,-0.2503221572308586,0
3.250938673341677,0.37810223882512095,0,-0.25223683707518924,0
3.301001251564456,0.41143054525975314,0,-0.25168013769169856,0
3.351063829787234,0.44484638548343797,0,-0.24863792093922116,0
3.4011264080100125,0.47817274690758665,0,-0.2431085692182358,0
3.451188986232791,0.5112329327544555,0,-0.23510299461201428,0
3.5012515644555693,0.5438514473704289,0,-0.22464458528801215,0
3.551314142678348,0.5758548755335143,0,-0.21176908942779032,0
3.6013767209011265,0.6070727513523987,0,-0.1965244372665701,0
3.651439299123905,0.6373384124065297,0,-0.17897050213337562,0
3.7015018773466832,0.6664898348505788,0,-0.1591788016881639,0
3.751564455569462,0.6943704453019495,0,-0.1372321408517503,0
3.80162703379224,0.7208299054462426,0,-0.11322419821628925,0
3.8516896120150186,0.7457248654321941,0,-0.0872590580070528,0
3.901752190237797,0.7689196822838493,0,-0.05945068993887045,0
3.9518147684605758,0.7902870997329223,0,-0.029922379571482527,0
4.001877346683354,0.8097088860674234,0,0.0011938879840953382,0
4.051939924906133,0.8270764268028722,0,0.03375808792252726,0
4.102002503128912,0.8422912692085903,0,0.06762285586065264,0
4.152065081351689,0.8552656159626455,0,0.10263422470815352,0
4.202127659574468,0.8659227654637105,0,0.13863239460301546,0
4.2521902377972465,0.8741974965951878,0,0.17545253205683511,0
4.302252816020025,0.8800363960150852,0,0.21292559430878993,0
4.352315394242804,0.883398126332873,0,0.2508791747608614,0
4.402377972465582,0.8842536338305492,0,0.28913836526134684,0
4.45244055068836,0.8825862946878205,0,0.32752663091934153,0
4.502503128911139,0.8783919989792142,0,0.3658666930701411,0
4.552565707133917,0.8716791720225168,0,0.4039814159706682,0
4.602628285356696,0.8624687329715878,0,0.4416946927854049,0
4.652690863579474,0.8507939908608362,0,0.4788323264268108,0
4.702753441802253,0.8367004786217987,0,0.5152229008400045,0
4.752816020025032,0.8202457259028394,0,0.5506986383693162,0
4.80287859824781,0.8014989718293893,0,0.5850962389140104,0
4.852941176470589,0.7805408191428639,0,0.6182576966716531,0
4.9030037546933665,0.7574628314499032,0,0.6500310903798155,0
4.953066332916145,0.7323670755984155,0,0.6802713430995082,0
5.003128911138924,0.7053656114716693,0,0.7088409477362115,0
5.053191489361702,0.6765799317549207,0,0.7356106546659607,0
5.10325406758448,0.6461403544795778,0,0.7604601180236357,0
5.153316645807259,0.6141853713863169,0,0.7832784974176135,0
5.203379224030037,0.5808609553697949,0,0.8039650120580928,0
5.253441802252816,0.5463198304724594,0,0.8224294445246824,0
5.303504380475594,0.5107207080824825,0,0.8385925916509762,0
5.353566958698373,0.47422749316005924,0,0.8523866602686296,0
5.4036295369211516,0.4370084644663561,0,0.863755605829538,0
5.45369211514393,0.39923543289959373,0,0.8726554122107043,0
5.503754693366709,0.36108288215233253,0,0.8790543113008998,0
5.553817271589487,0.3227270959925634,0,0.8829329412697088,0
5.603879849812266,0.2843452765381724,0,0.8842844427265685,0
5.653942428035044,0.2461146579394497,0,0.8831144922883947,0
5.704005006257822,0.20821161990728304,0,0.8794412733877706,0
5.754067584480601,0.17081080552549235,0,0.8732953844679047,0
5.804130162703379,0.1340842477642547,0,0.864719685024068,0
5.854192740926157,0.09820050906804925,0,0.8537690802624107,0
5.904255319148936,0.06332383832606536,0,0.8405102454544038,0
5.954317897371714,0.029613349445989704,0,0.8250212913670776,0
